*GROWTH ASPECTS OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         DEC 04, 2014; 01:35:34
                                                                                
*RUN   1        : 97 DATE1 CHINESE          CRGRO045 GHNY9701    1              
 MODEL          : CRGRO045 - Peanut                                             
 EXPERIMENT     : GHNY9701 PN 1997 VARIETY X PLANTING DATE EXPERIMENT           
 DATA PATH      :                                                               
 TREATMENT  1   : 97 DATE1 CHINESE          CRGRO045                            
  
!                                                                                                                                                                                                                                                    Root Dens. (cm/cm3) by soil depth (cm):
!                                                                                                                                                                                                                                                    0-5    5-15   15-30   30-45   45-60   60-90
@YEAR DOY   DAS   DAP   L#SD   GSTD   LAID   LWAD   SWAD   GWAD   RWAD   VWAD   CWAD   G#AD    GWGD   HIAD   PWAD   P#AD   WSPD   WSGD   NSTD  PST1A  PST2A   KSTD   EWSD    LN%D   SH%D   HIPD   PWDD   PWTD   SLAD   CHTD   CWID   NWAD   RDPD    RL1D    RL2D    RL3D    RL4D    RL5D    RL6D    SNW0C   SNW1C
 1997 275    72    70   20.6      5  3.314   1348   1913    162    370   3261   3759    190    85.3  0.043    498    180  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.38  32.52   0.13      0    498  245.8   0.30   0.50   94.7   0.90    0.82    0.82    0.57    0.28    0.19    0.04       93      80
 1997 276    73    71   20.9      5  3.350   1372   1967    185    375   3339   3886    206    90.0  0.048    547    191  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.35  33.90   0.14      0    547  244.1   0.31   0.50   94.7   0.90    0.83    0.83    0.58    0.28    0.20    0.04       97      83
 1997 277    74    72   21.2      5  3.392   1400   2028    209    381   3428   4024    222    94.5  0.052    596    202  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.33  35.16   0.15      0    596  242.3   0.31   0.50   94.7   0.90    0.84    0.84    0.59    0.29    0.20    0.04      102      86
 1997 278    75    73   21.4      5  3.401   1404   2046    236    381   3451   4098    232   101.5  0.057    647    212  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.28  36.39   0.16      0    647  242.1   0.31   0.50   94.7   0.90    0.84    0.84    0.59    0.29    0.20    0.04      107      90
 1997 279    76    74   21.7      5  3.443   1434   2112    262    387   3545   4244    249   105.4  0.062    698    222  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.27  37.53   0.16      0    698  240.2   0.32   0.50   94.7   0.90    0.86    0.86    0.60    0.29    0.20    0.04      112      93
 1997 280    77    75   21.9      5  3.478   1460   2173    292    393   3633   4389    261   111.9  0.066    756    233  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.24  38.60   0.17      0    756  238.2   0.32   0.50   94.7   0.90    0.87    0.87    0.61    0.30    0.21    0.04      117      96
 1997 281    78    76   22.2      5  3.479   1459   2184    322    391   3643   4454    276   116.7  0.072    811    243  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.20  39.66   0.18      0    811  238.4   0.32   0.50   94.7   0.90    0.87    0.87    0.61    0.30    0.21    0.04      122     100
 1997 282    79    77   22.5      5  3.513   1480   2236    353    395   3715   4582    292   120.8  0.077    867    254  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.17  40.68   0.19      0    867  237.5   0.33   0.50   94.7   0.90    0.88    0.88    0.61    0.30    0.21    0.04      127     104
 1997 283    80    78   22.8      5  3.546   1500   2289    385    398   3789   4712    310   124.2  0.082    923    261  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.15  41.69   0.20      0    923  236.4   0.33   0.50   94.7   0.90    0.89    0.89    0.62    0.30    0.21    0.04      133     108
 1997 284    81    79   23.0      5  3.577   1520   2344    419    402   3864   4845    327   128.3  0.086    981    271  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.12  42.71   0.20      0    981  235.3   0.33   0.50   94.7   0.90    0.89    0.90    0.62    0.30    0.21    0.04      138     112
 1997 285    82    80   23.3      5  3.602   1537   2391    455    404   3928   4969    344   132.3  0.092   1041    282  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.10  43.69   0.21      0   1041  234.3   0.34   0.50   94.7   0.90    0.90    0.90    0.63    0.31    0.22    0.04      143     116
 1997 286    83    81   23.5      5  3.626   1556   2444    493    407   4000   5103    361   136.6  0.097   1103    289  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.07  44.67   0.22      0   1103  233.1   0.34   0.50   94.7   0.90    0.91    0.91    0.63    0.31    0.22    0.04      149     120
 1997 287    84    82   23.8      5  3.630   1559   2465    534    407   4024   5193    378   141.2  0.103   1169    298  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.04  45.67   0.23      0   1169  232.8   0.34   0.50   94.7   0.90    0.91    0.91    0.63    0.31    0.22    0.04      154     123
 1997 288    85    83   24.0      5  3.646   1575   2515    578    409   4091   5330    395   146.4  0.108   1239    308  0.000  0.000  0.000  0.000  0.000  0.000  0.000    4.01  46.66   0.23      0   1239  231.4   0.34   0.50   94.7   0.90    0.92    0.92    0.64    0.31    0.22    0.04      159     127
 1997 289    86    84   24.3      5  3.663   1593   2567    623    412   4160   5468    424   146.9  0.114   1308    317  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.99  47.61   0.24      0   1308  230.0   0.35   0.50   94.7   0.90    0.92    0.92    0.64    0.31    0.22    0.04      165     131
 1997 290    87    85   24.5      5  3.657   1591   2578    671    410   4168   5549    441   151.9  0.121   1380    326  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.95  48.58   0.25      0   1380  229.9   0.35   0.50   94.7   0.90    0.92    0.92    0.64    0.31    0.22    0.04      171     135
 1997 291    88    86   24.7      5  3.653   1590   2591    717    408   4180   5629    459   156.1  0.127   1449    335  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.91  49.50   0.26      0   1449  229.8   0.35   0.50   94.7   0.90    0.92    0.92    0.64    0.31    0.22    0.04      176     139
 1997 292    89    87   25.0      5  3.644   1587   2602    772    407   4189   5718    470   164.2  0.135   1529    342  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.88  50.50   0.27      0   1529  229.6   0.36   0.50   94.7   0.90    0.92    0.92    0.64    0.31    0.22    0.04      181     142
 1997 293    90    88   25.2      5  3.636   1584   2610    825    404   4195   5796    486   169.9  0.142   1602    352  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.84  51.51   0.28      0   1602  229.5   0.36   0.50   94.7   0.90    0.91    0.91    0.64    0.31    0.22    0.04      187     146
 1997 294    91    89   25.4      5  3.626   1581   2618    879    402   4199   5869    501   175.5  0.150   1670    361  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.81  52.63   0.28      0   1670  229.4   0.36   0.50   94.7   0.90    0.91    0.91    0.63    0.31    0.22    0.04      192     150
 1997 295    92    90   25.6      5  3.629   1588   2651    935    402   4239   5987    501   186.6  0.156   1748    368  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.78  53.47   0.29      0   1748  228.6   0.36   0.50   94.7   0.90    0.91    0.91    0.63    0.31    0.22    0.04      196     154
 1997 296    93    91   25.8      5  3.632   1597   2691    991    403   4288   6114    517   191.8  0.162   1826    374  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.76  54.29   0.30      0   1826  227.4   0.37   0.50   94.7   0.90    0.91    0.91    0.64    0.31    0.22    0.04      202     157
 1997 297    94    92   26.0      5  3.635   1604   2724   1047    403   4328   6229    531   197.0  0.168   1901    381  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.74  55.07   0.31      0   1901  226.5   0.37   0.50   94.7   0.90    0.91    0.91    0.64    0.31    0.22    0.04      207     161
 1997 298    95    93   26.1      5  3.634   1610   2754   1104    403   4364   6342    546   202.1  0.174   1978    387  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.71  55.82   0.31      0   1978  225.7   0.37   0.50   94.7   0.90    0.91    0.91    0.64    0.31    0.22    0.04      212     165
 1997 299    96    94   26.3      5  3.636   1618   2789   1161    403   4407   6460    559   207.8  0.180   2053    393  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.69  56.54   0.32      0   2053  224.8   0.37   0.50   94.7   0.90    0.91    0.91    0.64    0.31    0.22    0.04      217     169
 1997 300    97    95   26.5      5  3.633   1622   2817   1222    402   4439   6572    574   212.8  0.186   2133    400  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.67  57.29   0.32      0   2133  224.0   0.37   0.50   94.7   0.90    0.91    0.91    0.64    0.31    0.22    0.04      222     172
 1997 301    98    96   26.7      5  3.631   1626   2847   1283    402   4473   6685    590   217.6  0.192   2212    407  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.64  57.99   0.33      0   2212  223.3   0.38   0.50   94.7   0.90    0.91    0.91    0.64    0.31    0.22    0.04      227     176
 1997 302    99    97   26.9      5  3.628   1631   2875   1344    401   4506   6797    601   223.8  0.198   2291    414  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.62  58.66   0.34      0   2291  222.5   0.38   0.50   94.7   0.90    0.91    0.91    0.64    0.31    0.22    0.04      232     180
 1997 303   100    98   27.1      5  3.624   1634   2903   1406    400   4537   6908    610   230.4  0.204   2371    420  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.60  59.31   0.34      0   2371  221.8   0.38   0.50   94.7   0.90    0.91    0.91    0.64    0.31    0.22    0.04      237     184
 1997 304   101    99   27.3      5  3.614   1632   2914   1469    398   4546   6996    622   236.2  0.210   2450    427  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.57  59.98   0.35      0   2450  221.5   0.38   0.50   94.7   0.90    0.91    0.91    0.63    0.31    0.22    0.04      242     188
 1997 305   102   100   27.4      5  3.609   1635   2940   1534    397   4575   7106    632   242.6  0.216   2531    433  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.54  60.59   0.36      0   2531  220.8   0.38   0.50   94.7   0.90    0.91    0.91    0.63    0.31    0.22    0.04      247     191
 1997 306   103   101   27.6      5  3.599   1632   2951   1594    395   4583   7189    642   248.5  0.222   2607    440  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.51  61.16   0.36      0   2607  220.5   0.39   0.50   94.7   0.90    0.90    0.90    0.63    0.31    0.22    0.04      251     195
 1997 307   104   102   27.8      5  3.593   1635   2978   1657    394   4613   7298    666   248.9  0.227   2685    445  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.49  61.73   0.37      0   2685  219.8   0.39   0.50   94.7   0.90    0.89    0.90    0.63    0.31    0.22    0.04      257     199
 1997 308   105   103   27.8      5  3.588   1638   3005   1718    392   4643   7403    677   253.8  0.232   2760    451  0.000  0.000  0.000  0.000  0.000  0.000  0.000    3.47  62.26   0.37      0   2760  219.1   0.39   0.50   94.7   0.90    0.88    0.90    0.63    0.31    0.22    0.04      261     203
 1997 309   106   104   27.8      5  3.573   1636   3020   1779    398   4656   7490    688   258.7  0.238   2834    456  0.000  0.292  0.000  0.000  0.000  0.000  0.000    3.45  62.78   0.38      0   2834  218.3   0.39   0.50   94.7   0.90    0.88    0.90    0.64    0.32    0.22    0.04      266     208
 1997 310   107   105   27.8      5  3.562   1628   3004   1809    393   4632   7493    698   259.0  0.241   2861    462  0.670  0.780  0.000  0.000  0.000  0.000  0.000    3.43  63.23   0.38      0   2861  218.8   0.39   0.50   90.9   0.90    0.86    0.89    0.63    0.31    0.22    0.04      269     217
 1997 311   108   106   27.8      5  3.553   1620   2990   1831    387   4610   7491    709   258.3  0.244   2880    466  0.717  0.811  0.000  0.000  0.000  0.000  0.000    3.42  63.57   0.38      0   2880  219.3   0.39   0.50   87.3   0.90    0.84    0.88    0.62    0.31    0.22    0.04      271     226
 1997 312   109   107   27.8      5  3.547   1614   2976   1848    381   4590   7485    719   256.8  0.247   2895    472  0.727  0.818  0.000  0.000  0.000  0.000  0.000    3.41  63.83   0.39      0   2895  219.7   0.39   0.50   83.8   0.90    0.83    0.86    0.61    0.31    0.22    0.04      273     235
 1997 313   110   108   27.8      5  3.543   1609   2964   1858    376   4573   7475    729   254.7  0.249   2903    476  0.783  0.856  0.000  0.000  0.000  0.000  0.000    3.41  64.00   0.39      0   2903  220.2   0.39   0.50   80.4   0.90    0.81    0.85    0.60    0.30    0.21    0.04      274     244
 1997 314   111   109   27.8      5  3.493   1583   2947   1863    370   4531   7438    739   252.1  0.250   2907    482  0.823  0.882  0.000  0.000  0.000  0.000  0.000    3.41  64.09   0.39      0   2907  220.6   0.39   0.50   77.2   0.90    0.80    0.84    0.59    0.30    0.21    0.04      301     252
 1997 315   112   110   27.8      5  3.442   1557   2932   1867    365   4489   7398    747   249.7  0.252   2909    481  0.840  0.893  0.000  0.000  0.000  0.000  0.000    3.41  64.16   0.39      0   2909  221.0   0.39   0.50   74.1   0.90    0.78    0.82    0.59    0.30    0.21    0.04      328     261
 1997 316   113   111   27.8      5  3.392   1531   2917   1867    360   4448   7357    756   246.9  0.254   2909    480  0.854  0.903  0.000  0.000  0.000  0.000  0.000    3.42  64.18   0.40      0   2909  221.5   0.39   0.50   71.1   0.90    0.77    0.81    0.58    0.30    0.21    0.04      356     269
 1997 317   114   112   27.8      5  3.338   1505   2902   1867    355   4406   7314    756   246.9  0.255   2908    480  0.864  0.909  0.000  0.000  0.000  0.000  0.000    3.43  64.19   0.40      0   2908  221.9   0.39   0.50   68.3   0.90    0.75    0.80    0.57    0.29    0.21    0.04      385     276
 1997 318   115   113   27.8      5  3.283   1477   2887   1867    350   4364   7272    762   244.9  0.257   2907    479  0.879  0.919  0.000  0.000  0.000  0.000  0.000    3.43  64.21   0.40      0   2907  222.3   0.39   0.50   65.6   0.90    0.74    0.78    0.56    0.29    0.21    0.04      415     284
 1997 319   116   114   27.8      5  3.228   1450   2872   1867    345   4322   7229    767   243.4  0.258   2906    476  0.887  0.925  0.000  0.000  0.000  0.000  0.000    3.44  64.22   0.40      0   2906  222.7   0.39   0.50   62.9   0.90    0.72    0.77    0.55    0.29    0.20    0.04      445     292
 1997 320   117   115   27.8      5  3.173   1423   2858   1867    340   4281   7187    769   242.8  0.260   2906    472  0.885  0.924  0.000  0.000  0.000  0.000  0.000    3.44  64.24   0.40      0   2906  223.0   0.39   0.50   60.4   0.90    0.71    0.76    0.54    0.28    0.20    0.04      475     299
 1997 321   118   116   27.8      5  3.118   1396   2845   1867    336   4240   7146    769   242.8  0.261   2905    466  0.890  0.927  0.000  0.000  0.000  0.000  0.000    3.45  64.25   0.41      0   2905  223.4   0.39   0.50   58.0   0.90    0.70    0.75    0.54    0.28    0.20    0.04      505     306
 1997 322   119   117   27.8      5  3.064   1369   2831   1867    331   4200   7105    769   242.8  0.263   2905    466  0.905  0.937  0.000  0.000  0.000  0.000  0.000    3.46  64.27   0.41      0   2905  223.8   0.39   0.50   55.7   0.90    0.68    0.73    0.53    0.28    0.20    0.04      535     313
 1997 323   120   118   27.8      5  3.009   1343   2818   1867    326   4160   7064    769   242.8  0.264   2904    466  0.898  0.932  0.000  0.000  0.000  0.000  0.000    3.46  64.28   0.41      0   2904  224.1   0.39   0.50   53.5   0.90    0.67    0.72    0.52    0.28    0.20    0.04      564     320
 1997 324   121   119   27.8      8  2.956   1317   2805   1867    321   4121   7025    769   242.8  0.266   2904    466  0.921  0.947  0.000  0.000  0.000  0.000  0.000    3.47  64.29   0.41      0   2904  224.5   0.39   0.50   51.3   0.90    0.66    0.71    0.51    0.27    0.19    0.04      593     327
