*PLANT C OUTPUT FILE

*DSSAT Cropping System Model Ver. 4.5.1.023 -Stub         DEC 04, 2014; 01:35:34
                                                                                
*RUN   1        : 97 DATE1 CHINESE          CRGRO045 GHNY9701    1              
 MODEL          : CRGRO045 - Peanut                                             
 EXPERIMENT     : GHNY9701 PN 1997 VARIETY X PLANTING DATE EXPERIMENT           
 DATA PATH      :                                                               
 TREATMENT  1   : 97 DATE1 CHINESE          CRGRO045                            
  
@YEAR DOY   DAS   DAP   TWAD    PHAD    CMAD    CGRD    GRAD    MRAD    CHAD   CL%D   CS%D   TGNN   TGAV    GN%D    GL%D    GC%D
 1997 191    44    42    835 10.5849  0.0650  6.0266  2.2741  0.9390 0.28072  4.377  8.864 26.835 25.342  0.0000  0.0000  0.0000
 1997 192    45    43    898 11.4453  0.0717  6.4488  2.4328  1.0996 0.32154  4.498  9.121 29.574 26.375  0.0000  0.0000  0.0000
 1997 193    46    44    990 15.1712  0.0801  9.3181  3.1072  1.2082 0.45585  4.666  9.477 26.787 25.187  0.0000  0.0000  0.0000
 1997 194    47    45   1089 16.9707  0.0956 10.1128  3.4609  1.5468 0.53467  4.846  9.834 29.811 27.145  0.0000  0.0000  0.0000
 1997 195    48    46   1185 17.3315  0.1118  9.8172  3.5781  1.7426 0.57382  5.011 10.158 30.810 28.144  0.0000  0.0000  0.0000
 1997 196    49    47   1256 13.2081  0.1176  7.4240  2.7093  1.3345 0.46202  5.122 10.364 28.310 25.644  0.0000  0.0000  0.0000
 1997 197    50    48   1313 10.6467  0.1134  6.0832  2.1539  1.0420 0.38740  5.205 10.512 24.785 23.186  0.0000  0.0000  0.0000
 1997 198    51    49   1415 18.0811  0.1387 10.3911  3.6867  1.6693 0.69078  5.357 10.822 28.388 25.900  0.0000  0.0000  0.0000
 1997 199    52    50   1525 19.1745  0.1537 11.0823  3.8991  1.6910 0.77074  5.505 11.132 27.467 25.157  0.0000  0.0000  0.0000
 1997 200    53    51   1644 20.7898  0.1775 12.0312  4.1606  1.9650 0.86383  5.655 11.442 29.012 26.133  4.3931 51.0000 13.0430
 1997 201    54    52   1740 17.3889  0.1852  9.7700  3.5292  1.6589 0.74179  5.761 11.658 27.243 24.436  4.2452 51.0000 13.9672
 1997 202    55    53   1804 12.3205  0.2061  6.9830  2.3249  1.5495 0.52026  5.816 11.749 28.083 24.920  4.2517 51.0000 13.9271
 1997 203    56    54   1948 24.5158  0.2321 14.4591  4.8109  2.3220 1.11006  5.975 12.079 29.146 26.126  4.3152 51.0000 13.5299
 1997 204    57    55   2072 23.0666  0.2660 12.5103  4.6834  2.5087 1.05816  6.096 12.332 30.485 27.110  4.3857 51.0000 13.0896
 1997 205    58    56   2196 23.0324  0.2920 12.4964  4.6490  2.5464 1.07910  6.207 12.561 30.200 26.861  4.4145 51.0000 12.9096
 1997 206    59    57   2340 26.2542  0.3099 14.3904  5.3873  2.5598 1.28074  6.340 12.835 28.643 25.624  4.3918 51.0000 13.0515
