ApsimVersion = 7.5
Title = GHNY9701_10-97 DATE2 F-MIX
           Date        biomass          yield            esw            lai
   (dd/mm/yyyy)        (kg/ha)        (kg/ha)           (mm)      (m^2/m^2)
     25/06/1997            0.0            0.0        106.210          0.000
     26/06/1997            0.0            0.0        104.182          0.000
     27/06/1997            0.0            0.0        102.858          0.000
     28/06/1997            0.0            0.0        127.679          0.000
     29/06/1997            0.0            0.0        117.716          0.000
     30/06/1997            0.0            0.0        117.237          0.000
     01/07/1997            0.0            0.0        109.423          0.000
     02/07/1997            4.5            0.0        104.455          0.006
     03/07/1997            4.8            0.0        102.136          0.007
     04/07/1997            5.1            0.0        100.844          0.007
     05/07/1997            5.8            0.0        100.002          0.009
     06/07/1997            6.5            0.0         99.412          0.010
     07/07/1997            7.3            0.0         98.965          0.012
     08/07/1997            8.7            0.0         98.576          0.014
     09/07/1997           10.1            0.0         98.219          0.017
     10/07/1997           11.1            0.0        113.992          0.019
     11/07/1997           12.3            0.0        109.795          0.022
     12/07/1997           14.6            0.0        106.450          0.026
     13/07/1997           17.5            0.0        102.894          0.032
     14/07/1997           20.6            0.0        121.223          0.038
     15/07/1997           22.5            0.0        137.407          0.042
     16/07/1997           24.0            0.0        126.579          0.045
     17/07/1997           27.6            0.0        115.724          0.052
     18/07/1997           31.6            0.0        107.659          0.060
     19/07/1997           36.1            0.0        103.420          0.066
     20/07/1997           39.4            0.0        101.436          0.069
     21/07/1997           41.5            0.0        100.256          0.072
     22/07/1997           49.2            0.0         99.355          0.081
     23/07/1997           54.9            0.0         98.766          0.087
     24/07/1997           60.7            0.0         98.230          0.094
     25/07/1997           68.8            0.0         97.709          0.103
     26/07/1997           77.2            0.0         97.171          0.113
     27/07/1997           85.3            0.0         96.654          0.123
     28/07/1997           95.2            0.0         96.102          0.134
     29/07/1997          101.4            0.0         97.056          0.141
     30/07/1997          106.8            0.0        110.271          0.147
     31/07/1997          111.6            0.0        108.308          0.152
     01/08/1997          118.9            0.0        106.757          0.161
