!,"ID for suite of sites or experiments","Name of experiment, field test or survey",Field Overlay (DOME) ID,Seaonal Strategy (DOME) ID,Rotational Analysis (DOME) ID,,Treatment Name,4-character Climate ID code,Climate replication number for multiple realizations of weather data (ask Alex),Region ID,Regional stratum identification number,RAP ID,"Management regimen ID, for multiple management regimens per RAP",Names of institutions involved in collection of field or survey data,"Crop rotation indicator (=1 to indicate that this is a continuous, multi-year simulation, =0 for single year simulations)",Weather station ID,Soil ID,Site Latitude,Site Longitude,Crop type (common name) ,Crop model-specific cultivar ID,Cultivar name,Start of simulation date,Planting date,"Observed harvested yield, dry weight",Observed total above-ground biomass at harvest,Observed harvest date,Total number of irrigation events,Total amount of irrigation,Type of irrigation application,Total number of fertilizer applications,Total N applied,Total P applied,Total K applied,Manure and applied oganic matter,Total number of tillage applications,"Tillage type (hand, animal or mechanized)",Experiment ID,Weather ID,Soil ID,DOME ID for Overlay,DOME ID for Seasonal  ,DOME ID for Rotational ,"Short name of crop model used for simulations (e.g., DSSAT, APSIM, Aquacrop, STICS, etc.)",Model name and version number of the crop model used to generate simulated outputs,"Simulated harvest yield, dry matter","Simulated above-ground biomass at harvest, dry matter",Simulated anthesis date,Simulated maturity date,Simulated harvest date,"Simulated leaf area index, maximum",Total precipitation from planting to harvest,"Simulated evapotranspiration, planting to harvest",Simulated N uptake during season,Simulated N leached up to harvest maturity,"Transpiration, cumulative from planting to harvest","Evaporation,soil, cumulative from planting to harvest"
!,text,text,text,text,text,number,text,code,number,code,number,code,code,text,number,text,text,decimal degrees,decimal degrees,text,text,text,yyyy-mm-dd,yyyy-mm-dd,kg/ha,kg/ha,yyyy-mm-dd,number,mm,text,number,kg[N]/ha,kg[P]/ha,kg[K]/ha,kg/ha,#,text,text,text,text,text,text,text,text,text,kg/ha,kg/ha,yyyy-mm-dd,yyyy-mm-dd,yyyy-mm-dd,m2/m2,mm,mm,kg/ha,kg/ha,mm,mm
#,SUITE_ID,EXNAME,FIELD_OVERLAY,SEASONAL_STRATEGY,ROTATIONAL_ANALYSIS,RUN#,TRT_NAME,CLIM_ID,CLIM_REP,REG_ID,STRATUM,RAP_ID,MAN_ID,INSTITUTION,ROTATION,WST_ID,SOIL_ID,FL_LAT,FL_LONG,CRID_text,CUL_ID,CUL_NAME,SDAT,PDATE,HWAH,CWAH,HDATE,IR#C,IR_TOT,IROP_text,FE_#,FEN_TOT,FEP_TOT,FEK_TOT,OM_TOT,TI_#,TIIMP_text,EID,WID,SID,DOID,DSID,DRID,CROP_MODEL,MODEL_VER,HWAH_S,CWAH_S,ADAT_S,MDAT_S,HADAT_S,LAIX_S,PRCP_S,ETCP_S,NUCM_S,NLCM_S,EPCP_S,ESCP_S
*,,"MACH0060_1__10","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",10,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0235076,-1.6740,37.2757,"Maize",990003,"SHORT SEASON",1990-02-02,1990-03-04,3393,,1998-09-12,2,90,"Furrow, mm",2,3,0,0,4122,,"","c9b0ce8082913c328e044ce5bd2c304ea700aeca9c84f8142633718423e850dc","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","56612205ec64b7b72a5465bb73990509763aaf10816469502f3fc4fd34ea4fcb","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","6150","10767","1990-05-01","1990-07-24","1990-07-24","1.0","534.4","416.1","141","15","",""
*,,"MACH0060_1__11","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",11,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0235076,-1.6740,37.2757,"Maize",990003,"SHORT SEASON",1991-02-24,1991-03-26,3393,,1998-09-12,2,90,"Furrow, mm",2,3,0,0,4122,,"","c9b0ce8082913c328e044ce5bd2c304ea700aeca9c84f8142633718423e850dc","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","56612205ec64b7b72a5465bb73990509763aaf10816469502f3fc4fd34ea4fcb","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","4453","8514","1991-05-22","1991-08-12","1991-08-12","1.1","187.5","307.2","106","0","",""
*,,"MACH0060_1__12","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",12,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0235076,-1.6740,37.2757,"Maize",990003,"SHORT SEASON",1992-03-08,1992-04-07,3393,,1998-09-12,2,90,"Furrow, mm",2,3,0,0,4122,,"","c9b0ce8082913c328e044ce5bd2c304ea700aeca9c84f8142633718423e850dc","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","56612205ec64b7b72a5465bb73990509763aaf10816469502f3fc4fd34ea4fcb","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","3366","7106","1992-06-10","1992-09-10","1992-09-10","1.2","242.1","279.1","94","3","",""
*,,"MACH0060_1__13","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",13,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0235076,-1.6740,37.2757,"Maize",990003,"SHORT SEASON",1993-02-10,1993-03-12,3393,,1998-09-12,2,90,"Furrow, mm",2,3,0,0,4122,,"","c9b0ce8082913c328e044ce5bd2c304ea700aeca9c84f8142633718423e850dc","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","56612205ec64b7b72a5465bb73990509763aaf10816469502f3fc4fd34ea4fcb","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","2356","5492","1993-05-07","1993-07-24","1993-07-24","1.3","104.1","250.3","69","0","",""
*,,"MACH0060_1__14","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",14,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0235076,-1.6740,37.2757,"Maize",990003,"SHORT SEASON",1994-02-03,1994-03-05,3393,,1998-09-12,2,90,"Furrow, mm",2,3,0,0,4122,,"","c9b0ce8082913c328e044ce5bd2c304ea700aeca9c84f8142633718423e850dc","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","56612205ec64b7b72a5465bb73990509763aaf10816469502f3fc4fd34ea4fcb","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","5050","9508","1994-04-30","1994-07-15","1994-07-15","1.3","198.6","358.8","123","0","",""
*,,"MACH0060_1__15","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",15,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0235076,-1.6740,37.2757,"Maize",990003,"SHORT SEASON",1995-01-31,1995-03-02,3393,,1998-09-12,2,90,"Furrow, mm",2,3,0,0,4122,,"","c9b0ce8082913c328e044ce5bd2c304ea700aeca9c84f8142633718423e850dc","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","56612205ec64b7b72a5465bb73990509763aaf10816469502f3fc4fd34ea4fcb","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","4094","8166","1995-04-30","1995-07-18","1995-07-18","1.2","258.8","362.4","102","0","",""
*,,"MACH0060_1__16","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",16,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0235076,-1.6740,37.2757,"Maize",990003,"SHORT SEASON",1996-02-27,1996-03-28,3393,,1998-09-12,2,90,"Furrow, mm",2,3,0,0,4122,,"","c9b0ce8082913c328e044ce5bd2c304ea700aeca9c84f8142633718423e850dc","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","56612205ec64b7b72a5465bb73990509763aaf10816469502f3fc4fd34ea4fcb","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","4471","8880","1996-05-26","1996-08-26","1996-08-26","1.1","196.9","342.9","107","0","",""
*,,"MACH0060_1__17","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",17,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0235076,-1.6740,37.2757,"Maize",990003,"SHORT SEASON",1997-02-28,1997-03-30,3393,,1998-09-12,2,90,"Furrow, mm",2,3,0,0,4122,,"","c9b0ce8082913c328e044ce5bd2c304ea700aeca9c84f8142633718423e850dc","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","56612205ec64b7b72a5465bb73990509763aaf10816469502f3fc4fd34ea4fcb","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","3068","6690","1997-05-31","1997-08-22","1997-08-22","1.1","308.4","299.9","82","4","",""
*,,"MACH0060_1__18","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",18,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0235076,-1.6740,37.2757,"Maize",990003,"SHORT SEASON",1998-02-06,1998-03-08,3393,,1998-09-12,2,90,"Furrow, mm",2,3,0,0,4122,,"","c9b0ce8082913c328e044ce5bd2c304ea700aeca9c84f8142633718423e850dc","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","56612205ec64b7b72a5465bb73990509763aaf10816469502f3fc4fd34ea4fcb","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","5275","9525","1998-05-03","1998-07-27","1998-07-27","1.1","495.6","428.4","129","13","",""
*,,"MACH0060_1__19","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",19,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0235076,-1.6740,37.2757,"Maize",990003,"SHORT SEASON",1999-02-08,1999-03-10,3393,,1998-09-12,2,90,"Furrow, mm",2,3,0,0,4122,,"","c9b0ce8082913c328e044ce5bd2c304ea700aeca9c84f8142633718423e850dc","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","56612205ec64b7b72a5465bb73990509763aaf10816469502f3fc4fd34ea4fcb","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","3810","8056","1999-05-09","1999-07-26","1999-07-26","1.2","238.5","330.1","97","0","",""
*,,"MACH0060_1__20","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",20,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0235076,-1.6740,37.2757,"Maize",990003,"SHORT SEASON",2000-02-26,2000-03-27,3393,,1998-09-12,2,90,"Furrow, mm",2,3,0,0,4122,,"","c9b0ce8082913c328e044ce5bd2c304ea700aeca9c84f8142633718423e850dc","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","56612205ec64b7b72a5465bb73990509763aaf10816469502f3fc4fd34ea4fcb","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","2725","5987","2000-05-23","2000-08-14","2000-08-14","1.1","128.0","260.2","74","0","",""
*,,"MACH0060_1__21","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",21,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0235076,-1.6740,37.2757,"Maize",990003,"SHORT SEASON",2001-02-04,2001-03-06,3393,,1998-09-12,2,90,"Furrow, mm",2,3,0,0,4122,,"","c9b0ce8082913c328e044ce5bd2c304ea700aeca9c84f8142633718423e850dc","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","56612205ec64b7b72a5465bb73990509763aaf10816469502f3fc4fd34ea4fcb","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","3692","7703","2001-05-03","2001-07-21","2001-07-21","1.2","229.7","290.0","95","2","",""
*,,"MACH0060_1__22","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",22,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0235076,-1.6740,37.2757,"Maize",990003,"SHORT SEASON",2002-02-01,2002-03-03,3393,,1998-09-12,2,90,"Furrow, mm",2,3,0,0,4122,,"","c9b0ce8082913c328e044ce5bd2c304ea700aeca9c84f8142633718423e850dc","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","56612205ec64b7b72a5465bb73990509763aaf10816469502f3fc4fd34ea4fcb","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","5247","9602","2002-04-27","2002-07-11","2002-07-11","1.1","352.3","359.8","129","4","",""
*,,"MACH0060_1__23","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",23,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0235076,-1.6740,37.2757,"Maize",990003,"SHORT SEASON",2003-02-22,2003-03-24,3393,,1998-09-12,2,90,"Furrow, mm",2,3,0,0,4122,,"","c9b0ce8082913c328e044ce5bd2c304ea700aeca9c84f8142633718423e850dc","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","56612205ec64b7b72a5465bb73990509763aaf10816469502f3fc4fd34ea4fcb","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","5104","9515","2003-05-22","2003-08-20","2003-08-20","1.1","407.3","332.0","124","10","",""
*,,"MACH0060_1__24","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",24,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0235076,-1.6740,37.2757,"Maize",990003,"SHORT SEASON",2004-02-10,2004-03-11,3393,,1998-09-12,2,90,"Furrow, mm",2,3,0,0,4122,,"","c9b0ce8082913c328e044ce5bd2c304ea700aeca9c84f8142633718423e850dc","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","56612205ec64b7b72a5465bb73990509763aaf10816469502f3fc4fd34ea4fcb","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","4586","8837","2004-05-08","2004-07-29","2004-07-29","1.2","269.4","300.6","110","3","",""
*,,"MACH0060_1__25","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",25,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0235076,-1.6740,37.2757,"Maize",990003,"SHORT SEASON",2005-02-17,2005-03-19,3393,,1998-09-12,2,90,"Furrow, mm",2,3,0,0,4122,,"","c9b0ce8082913c328e044ce5bd2c304ea700aeca9c84f8142633718423e850dc","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","56612205ec64b7b72a5465bb73990509763aaf10816469502f3fc4fd34ea4fcb","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","5771","10284","2005-05-14","2005-08-08","2005-08-08","1.1","370.0","375.7","135","3","",""
*,,"MACH0060_1__26","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",26,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0235076,-1.6740,37.2757,"Maize",990003,"SHORT SEASON",2006-02-01,2006-03-03,3393,,1998-09-12,2,90,"Furrow, mm",2,3,0,0,4122,,"","c9b0ce8082913c328e044ce5bd2c304ea700aeca9c84f8142633718423e850dc","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","56612205ec64b7b72a5465bb73990509763aaf10816469502f3fc4fd34ea4fcb","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","5283","9873","2006-04-29","2006-07-16","2006-07-16","1.2","375.5","384.4","135","9","",""
*,,"MACH0060_1__27","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",27,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0235076,-1.6740,37.2757,"Maize",990003,"SHORT SEASON",2007-03-19,2007-04-18,3393,,1998-09-12,2,90,"Furrow, mm",2,3,0,0,4122,,"","c9b0ce8082913c328e044ce5bd2c304ea700aeca9c84f8142633718423e850dc","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","56612205ec64b7b72a5465bb73990509763aaf10816469502f3fc4fd34ea4fcb","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","2730","6345","2007-06-26","2007-09-17","2007-09-17","1.2","214.4","280.5","84","1","",""
*,,"MACH0060_1__28","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",28,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0235076,-1.6740,37.2757,"Maize",990003,"SHORT SEASON",2008-02-27,2008-03-28,3393,,1998-09-12,2,90,"Furrow, mm",2,3,0,0,4122,,"","c9b0ce8082913c328e044ce5bd2c304ea700aeca9c84f8142633718423e850dc","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","56612205ec64b7b72a5465bb73990509763aaf10816469502f3fc4fd34ea4fcb","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","2405","5443","2008-05-26","2008-08-12","2008-08-12","1.2","163.0","263.2","70","0","",""
*,,"MACH0060_1__29","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",29,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0235076,-1.6740,37.2757,"Maize",990003,"SHORT SEASON",2009-03-21,2009-04-20,3393,,1998-09-12,2,90,"Furrow, mm",2,3,0,0,4122,,"","c9b0ce8082913c328e044ce5bd2c304ea700aeca9c84f8142633718423e850dc","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","56612205ec64b7b72a5465bb73990509763aaf10816469502f3fc4fd34ea4fcb","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","2684","5888","2009-06-19","2009-09-07","2009-09-07","1.1","160.1","262.4","74","0","",""
*,,"MACH0060_1__30","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",30,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0235076,-1.6740,37.2757,"Maize",990003,"SHORT SEASON",2010-02-04,2010-03-06,3393,,1998-09-12,2,90,"Furrow, mm",2,3,0,0,4122,,"","c9b0ce8082913c328e044ce5bd2c304ea700aeca9c84f8142633718423e850dc","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","56612205ec64b7b72a5465bb73990509763aaf10816469502f3fc4fd34ea4fcb","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","5878","11021","2010-05-03","2010-07-19","2010-07-19","1.2","465.5","438.1","144","6","",""
*,,"MACH0062_1__1","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",1,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0230076,-1.6586,37.2797,"Maize",990003,"SHORT SEASON",1981-02-16,1981-03-18,103,,1998-09-12,2,90,"Furrow, mm",2,0,0,0,70,,"","21597118f3dbdfc3f11b7d85cb0ea3e2bd3d834ae8f52bff359966c4c615875c","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","bbee8db7ca7669fb1499769a3a8e07e1ef9a3f307833d2dea3fb74b6812a0aed","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","2820","5097","1981-05-16","1981-08-07","1981-08-07","0.8","449.5","365.2","39","11","",""
*,,"MACH0062_1__2","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",2,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0230076,-1.6586,37.2797,"Maize",990003,"SHORT SEASON",1982-02-27,1982-03-29,103,,1998-09-12,2,90,"Furrow, mm",2,0,0,0,70,,"","21597118f3dbdfc3f11b7d85cb0ea3e2bd3d834ae8f52bff359966c4c615875c","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","bbee8db7ca7669fb1499769a3a8e07e1ef9a3f307833d2dea3fb74b6812a0aed","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","3160","6132","1982-05-27","1982-08-20","1982-08-20","1.0","274.8","341.1","43","4","",""
*,,"MACH0062_1__3","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",3,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0230076,-1.6586,37.2797,"Maize",990003,"SHORT SEASON",1983-03-24,1983-04-23,103,,1998-09-12,2,90,"Furrow, mm",2,0,0,0,70,,"","21597118f3dbdfc3f11b7d85cb0ea3e2bd3d834ae8f52bff359966c4c615875c","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","bbee8db7ca7669fb1499769a3a8e07e1ef9a3f307833d2dea3fb74b6812a0aed","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","2467","5635","1983-06-24","1983-09-09","1983-09-09","1.0","141.6","253.1","42","1","",""
*,,"MACH0062_1__4","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",4,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0230076,-1.6586,37.2797,"Maize",990003,"SHORT SEASON",1984-03-26,1984-04-25,103,,1998-09-12,2,90,"Furrow, mm",2,0,0,0,70,,"","21597118f3dbdfc3f11b7d85cb0ea3e2bd3d834ae8f52bff359966c4c615875c","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","bbee8db7ca7669fb1499769a3a8e07e1ef9a3f307833d2dea3fb74b6812a0aed","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","1372","3900","1984-06-22","1984-09-15","1984-09-15","1.0","66.4","197.9","39","0","",""
*,,"MACH0062_1__5","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","",5,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0230076,-1.6586,37.2797,"Maize",990003,"SHORT SEASON",1985-02-25,1985-03-27,103,,1998-09-12,2,90,"Furrow, mm",2,0,0,0,70,,"","21597118f3dbdfc3f11b7d85cb0ea3e2bd3d834ae8f52bff359966c4c615875c","c84778258e10f3713823cf81e819af9b0d21400ffcaa708ce095ed9a20b5617d","bbee8db7ca7669fb1499769a3a8e07e1ef9a3f307833d2dea3fb74b6812a0aed","76a63d795bf0e3097e4d4ecc80925d69f4986610ddefde43cb462aea30fc0f63","534f0497d34cb0880857c5bbd79ed0b62d3e1ba0feca481449398ffb72c0a9b4","",DSSAT,"DSSAT MZCER045 Ver. 4.5.1.023 -Stub","1681","3806","1985-05-24","1985-08-10","1985-08-10","0.7","428.6","280.8","28","15","",""
