ApsimVersion = 7.5
Title = GHWA0401_3-N0 P90
           Date        biomass          yield            esw            lai
   (dd/mm/yyyy)        (kg/ha)        (kg/ha)           (mm)      (m^2/m^2)
     10/10/2003            0.0            0.0         35.804          0.000
     11/10/2003            0.0            0.0         35.751          0.000
     12/10/2003            0.0            0.0         38.671          0.000
     13/10/2003            0.0            0.0         37.543          0.000
     14/10/2003            0.0            0.0         39.191          0.000
     15/10/2003            0.0            0.0         76.526          0.000
     16/10/2003            0.0            0.0         71.394          0.000
     17/10/2003            0.0            0.0         65.964          0.000
     18/10/2003            0.0            0.0         55.811          0.000
     19/10/2003            0.0            0.0         51.474          0.000
     20/10/2003            0.0            0.0         47.307          0.000
     21/10/2003            0.0            0.0         44.434          0.000
     22/10/2003            0.0            0.0         42.731          0.000
     23/10/2003            0.0            0.0         42.866          0.000
     24/10/2003            0.0            0.0         41.293          0.000
     25/10/2003            0.0            0.0         40.344          0.000
     26/10/2003            0.0            0.0         39.767          0.000
     27/10/2003            0.0            0.0         39.417          0.000
     28/10/2003            0.0            0.0         39.199          0.000
     29/10/2003            0.0            0.0         39.053          0.000
     30/10/2003            0.0            0.0         38.942          0.000
     31/10/2003            0.0            0.0         38.848          0.000
     01/11/2003            0.0            0.0         38.762          0.000
     02/11/2003            0.0            0.0         38.679          0.000
     03/11/2003            0.0            0.0         38.599          0.000
     04/11/2003            0.0            0.0         38.520          0.000
     05/11/2003            0.0            0.0         38.442          0.000
     06/11/2003            0.0            0.0         45.922          0.000
     07/11/2003            0.0            0.0         49.476          0.000
     08/11/2003            0.0            0.0         45.262          0.000
     09/11/2003            0.0            0.0         43.006          0.000
     10/11/2003            0.0            0.0         41.422          0.000
     11/11/2003            0.0            0.0         40.404          0.000
     12/11/2003            0.0            0.0         39.776          0.000
     13/11/2003            0.0            0.0         39.397          0.000
     14/11/2003            0.0            0.0         39.165          0.000
     15/11/2003            0.0            0.0         39.011          0.000
     16/11/2003            0.0            0.0         38.896          0.000
     17/11/2003            0.0            0.0         38.800          0.000
     18/11/2003            0.0            0.0         38.714          0.000
     19/11/2003            0.0            0.0         38.631          0.000
     20/11/2003            0.0            0.0         38.551          0.000
     21/11/2003            0.0            0.0         38.473          0.000
     22/11/2003            0.0            0.0         38.395          0.000
     23/11/2003            0.0            0.0         38.317          0.000
     24/11/2003            0.0            0.0         38.241          0.000
     25/11/2003            0.0            0.0         38.164          0.000
     26/11/2003            0.0            0.0         38.089          0.000
     27/11/2003            0.0            0.0         38.013          0.000
     28/11/2003            0.0            0.0         37.938          0.000
     29/11/2003            0.0            0.0         37.864          0.000
     30/11/2003            0.0            0.0         37.790          0.000
     01/12/2003            0.0            0.0         37.716          0.000
     02/12/2003            0.0            0.0         37.643          0.000
     03/12/2003            0.0            0.0         37.570          0.000
     04/12/2003            0.0            0.0         37.498          0.000
     05/12/2003            0.0            0.0         37.426          0.000
     06/12/2003            0.0            0.0         37.354          0.000
     07/12/2003            0.0            0.0         37.283          0.000
     08/12/2003            0.0            0.0         37.212          0.000
     09/12/2003            0.0            0.0         37.141          0.000
     10/12/2003            0.0            0.0         37.071          0.000
     11/12/2003            0.0            0.0         37.002          0.000
     12/12/2003            0.0            0.0         36.932          0.000
     13/12/2003            0.0            0.0         36.863          0.000
     14/12/2003            0.0            0.0         36.795          0.000
     15/12/2003            0.0            0.0         36.726          0.000
     16/12/2003            0.0            0.0         36.658          0.000
     17/12/2003            0.0            0.0         36.591          0.000
     18/12/2003            0.0            0.0         36.523          0.000
     19/12/2003            0.0            0.0         36.456          0.000
     20/12/2003            0.0            0.0         36.390          0.000
     21/12/2003            0.0            0.0         36.323          0.000
     22/12/2003            0.0            0.0         36.258          0.000
     23/12/2003            0.0            0.0         36.192          0.000
     24/12/2003            0.0            0.0         36.127          0.000
     25/12/2003            0.0            0.0         36.061          0.000
     26/12/2003            0.0            0.0         35.997          0.000
     27/12/2003            0.0            0.0         35.932          0.000
     28/12/2003            0.0            0.0         35.868          0.000
     29/12/2003            0.0            0.0         35.804          0.000
     30/12/2003            0.0            0.0         35.741          0.000
     31/12/2003            0.0            0.0         35.678          0.000
     01/01/2004            0.0            0.0         35.615          0.000
     02/01/2004            0.0            0.0         35.552          0.000
     03/01/2004            0.0            0.0         35.490          0.000
     04/01/2004            0.0            0.0         35.428          0.000
     05/01/2004            0.0            0.0         35.366          0.000
     06/01/2004            0.0            0.0         35.304          0.000
     07/01/2004            0.0            0.0         35.243          0.000
     08/01/2004            0.0            0.0         35.182          0.000
     09/01/2004            0.0            0.0         35.121          0.000
     10/01/2004            0.0            0.0         35.061          0.000
     11/01/2004            0.0            0.0         35.001          0.000
     12/01/2004            0.0            0.0         34.941          0.000
     13/01/2004            0.0            0.0         34.881          0.000
     14/01/2004            0.0            0.0         34.822          0.000
     15/01/2004            0.0            0.0         34.762          0.000
     16/01/2004            0.0            0.0         34.703          0.000
     17/01/2004            0.0            0.0         34.645          0.000
     18/01/2004            0.0            0.0         34.586          0.000
     19/01/2004            0.0            0.0         34.528          0.000
     20/01/2004            0.0            0.0         53.349          0.000
     21/01/2004            0.0            0.0         49.142          0.000
     22/01/2004            0.0            0.0         45.339          0.000
     23/01/2004            0.0            0.0         42.518          0.000
     24/01/2004            0.0            0.0         41.209          0.000
     25/01/2004            0.0            0.0         40.318          0.000
     26/01/2004            0.0            0.0         39.744          0.000
