ApsimVersion = 7.5
Title = GHWA0401_5-N60 P60
           Date        biomass          yield            esw            lai
   (dd/mm/yyyy)        (kg/ha)        (kg/ha)           (mm)      (m^2/m^2)
     10/10/2003            0.0            0.0         36.820          0.000
     11/10/2003            0.0            0.0         35.772          0.000
     12/10/2003            0.0            0.0         41.136          0.000
     13/10/2003            0.0            0.0         38.812          0.000
     14/10/2003            0.0            0.0         44.938          0.000
     15/10/2003            0.0            0.0         79.933          0.000
     16/10/2003            0.0            0.0         74.321          0.000
     17/10/2003            0.0            0.0         70.399          0.000
     18/10/2003            0.0            0.0         60.644          0.000
     19/10/2003            0.0            0.0         54.005          0.000
     20/10/2003            0.0            0.0         48.922          0.000
     21/10/2003            0.0            0.0         45.232          0.000
     22/10/2003            0.0            0.0         43.425          0.000
     23/10/2003            0.0            0.0         45.255          0.000
     24/10/2003            0.0            0.0         42.545          0.000
     25/10/2003            0.0            0.0         40.720          0.000
     26/10/2003            0.0            0.0         39.968          0.000
     27/10/2003            0.0            0.0         39.525          0.000
     28/10/2003            0.0            0.0         39.258          0.000
     29/10/2003            0.0            0.0         39.086          0.000
     30/10/2003            0.0            0.0         39.041          0.000
     31/10/2003            0.0            0.0         38.901          0.000
     01/11/2003            0.0            0.0         38.812          0.000
     02/11/2003            0.0            0.0         38.728          0.000
     03/11/2003            0.0            0.0         38.647          0.000
     04/11/2003            0.0            0.0         38.567          0.000
     05/11/2003            0.0            0.0         38.489          0.000
     06/11/2003            0.0            0.0         47.792          0.000
     07/11/2003            0.0            0.0         52.761          0.000
     08/11/2003            0.0            0.0         49.912          0.000
     09/11/2003            0.0            0.0         46.322          0.000
     10/11/2003            0.0            0.0         43.664          0.000
     11/11/2003            0.0            0.0         41.960          0.000
     12/11/2003            0.0            0.0         40.535          0.000
     13/11/2003            0.0            0.0         39.784          0.000
     14/11/2003            0.0            0.0         39.379          0.000
     15/11/2003            0.0            0.0         39.145          0.000
     16/11/2003            0.0            0.0         38.994          0.000
     17/11/2003            0.0            0.0         38.882          0.000
     18/11/2003            0.0            0.0         38.788          0.000
     19/11/2003            0.0            0.0         38.702          0.000
     20/11/2003            0.0            0.0         38.620          0.000
     21/11/2003            0.0            0.0         38.541          0.000
     22/11/2003            0.0            0.0         38.462          0.000
     23/11/2003            0.0            0.0         38.384          0.000
     24/11/2003            0.0            0.0         38.307          0.000
     25/11/2003            0.0            0.0         38.230          0.000
     26/11/2003            0.0            0.0         38.154          0.000
     27/11/2003            0.0            0.0         38.078          0.000
     28/11/2003            0.0            0.0         38.003          0.000
     29/11/2003            0.0            0.0         37.928          0.000
     30/11/2003            0.0            0.0         37.853          0.000
     01/12/2003            0.0            0.0         37.779          0.000
     02/12/2003            0.0            0.0         37.706          0.000
     03/12/2003            0.0            0.0         37.632          0.000
     04/12/2003            0.0            0.0         37.560          0.000
     05/12/2003            0.0            0.0         37.487          0.000
     06/12/2003            0.0            0.0         37.415          0.000
     07/12/2003            0.0            0.0         37.343          0.000
     08/12/2003            0.0            0.0         37.272          0.000
     09/12/2003            0.0            0.0         37.201          0.000
     10/12/2003            0.0            0.0         37.131          0.000
     11/12/2003            0.0            0.0         37.061          0.000
     12/12/2003            0.0            0.0         36.991          0.000
     13/12/2003            0.0            0.0         36.922          0.000
     14/12/2003            0.0            0.0         36.853          0.000
     15/12/2003            0.0            0.0         36.784          0.000
     16/12/2003            0.0            0.0         36.716          0.000
     17/12/2003            0.0            0.0         36.648          0.000
     18/12/2003            0.0            0.0         36.580          0.000
     19/12/2003            0.0            0.0         36.513          0.000
     20/12/2003            0.0            0.0         36.446          0.000
     21/12/2003            0.0            0.0         36.379          0.000
     22/12/2003            0.0            0.0         36.313          0.000
     23/12/2003            0.0            0.0         36.247          0.000
     24/12/2003            0.0            0.0         36.181          0.000
     25/12/2003            0.0            0.0         36.116          0.000
     26/12/2003            0.0            0.0         36.051          0.000
