ApsimVersion = 7.5
Title = GHWA0401_1-N0 P0
           Date        biomass          yield            esw            lai
   (dd/mm/yyyy)        (kg/ha)        (kg/ha)           (mm)      (m^2/m^2)
     10/10/2003            0.0            0.0         35.804          0.000
     11/10/2003            0.0            0.0         35.751          0.000
     12/10/2003            0.0            0.0         37.969          0.000
     13/10/2003            0.0            0.0         37.537          0.000
     14/10/2003            0.0            0.0         39.177          0.000
     15/10/2003            0.0            0.0         75.072          0.000
     16/10/2003            0.0            0.0         70.170          0.000
     17/10/2003            0.0            0.0         64.442          0.000
     18/10/2003            0.0            0.0         55.018          0.000
     19/10/2003            0.0            0.0         50.846          0.000
     20/10/2003            0.0            0.0         46.680          0.000
     21/10/2003            0.0            0.0         44.134          0.000
     22/10/2003            0.0            0.0         42.431          0.000
     23/10/2003            0.0            0.0         42.553          0.000
     24/10/2003            0.0            0.0         41.143          0.000
     25/10/2003            0.0            0.0         40.271          0.000
     26/10/2003            0.0            0.0         39.731          0.000
     27/10/2003            0.0            0.0         39.398          0.000
     28/10/2003            0.0            0.0         39.189          0.000
     29/10/2003            0.0            0.0         39.046          0.000
     30/10/2003            0.0            0.0         38.936          0.000
     31/10/2003            0.0            0.0         38.843          0.000
     01/11/2003            0.0            0.0         38.757          0.000
     02/11/2003            0.0            0.0         38.675          0.000
     03/11/2003            0.0            0.0         38.594          0.000
     04/11/2003            0.0            0.0         38.515          0.000
     05/11/2003            0.0            0.0         38.437          0.000
     06/11/2003            0.0            0.0         45.281          0.000
     07/11/2003            0.0            0.0         48.349          0.000
     08/11/2003            0.0            0.0         44.219          0.000
     09/11/2003            0.0            0.0         42.512          0.000
     10/11/2003            0.0            0.0         41.153          0.000
     11/11/2003            0.0            0.0         40.257          0.000
     12/11/2003            0.0            0.0         39.695          0.000
     13/11/2003            0.0            0.0         39.352          0.000
     14/11/2003            0.0            0.0         39.138          0.000
     15/11/2003            0.0            0.0         38.992          0.000
     16/11/2003            0.0            0.0         38.882          0.000
     17/11/2003            0.0            0.0         38.788          0.000
     18/11/2003            0.0            0.0         38.702          0.000
     19/11/2003            0.0            0.0         38.620          0.000
     20/11/2003            0.0            0.0         38.540          0.000
     21/11/2003            0.0            0.0         38.462          0.000
     22/11/2003            0.0            0.0         38.384          0.000
     23/11/2003            0.0            0.0         38.307          0.000
     24/11/2003            0.0            0.0         38.230          0.000
     25/11/2003            0.0            0.0         38.154          0.000
     26/11/2003            0.0            0.0         38.078          0.000
     27/11/2003            0.0            0.0         38.003          0.000
     28/11/2003            0.0            0.0         37.928          0.000
     29/11/2003            0.0            0.0         37.854          0.000
     30/11/2003            0.0            0.0         37.780          0.000
     01/12/2003            0.0            0.0         37.706          0.000
     02/12/2003            0.0            0.0         37.633          0.000
     03/12/2003            0.0            0.0         37.560          0.000
     04/12/2003            0.0            0.0         37.488          0.000
     05/12/2003            0.0            0.0         37.416          0.000
     06/12/2003            0.0            0.0         37.344          0.000
     07/12/2003            0.0            0.0         37.273          0.000
     08/12/2003            0.0            0.0         37.202          0.000
     09/12/2003            0.0            0.0         37.132          0.000
     10/12/2003            0.0            0.0         37.062          0.000
     11/12/2003            0.0            0.0         36.992          0.000
     12/12/2003            0.0            0.0         36.923          0.000
     13/12/2003            0.0            0.0         36.854          0.000
     14/12/2003            0.0            0.0         36.785          0.000
     15/12/2003            0.0            0.0         36.717          0.000
     16/12/2003            0.0            0.0         36.649          0.000
     17/12/2003            0.0            0.0         36.581          0.000
     18/12/2003            0.0            0.0         36.514          0.000
     19/12/2003            0.0            0.0         36.447          0.000
     20/12/2003            0.0            0.0         36.381          0.000
     21/12/2003            0.0            0.0         36.314          0.000
     22/12/2003            0.0            0.0         36.248          0.000
     23/12/2003            0.0            0.0         36.183          0.000
     24/12/2003            0.0            0.0         36.117          0.000
     25/12/2003            0.0            0.0         36.052          0.000
     26/12/2003            0.0            0.0         35.988          0.000
     27/12/2003            0.0            0.0         35.923          0.000
     28/12/2003            0.0            0.0         35.859          0.000
     29/12/2003            0.0            0.0         35.796          0.000
     30/12/2003            0.0            0.0         35.732          0.000
     31/12/2003            0.0            0.0         35.669          0.000
     01/01/2004            0.0            0.0         35.606          0.000
     02/01/2004            0.0            0.0         35.543          0.000
     03/01/2004            0.0            0.0         35.481          0.000
     04/01/2004            0.0            0.0         35.419          0.000
     05/01/2004            0.0            0.0         35.357          0.000
     06/01/2004            0.0            0.0         35.296          0.000
     07/01/2004            0.0            0.0         35.235          0.000
     08/01/2004            0.0            0.0         35.174          0.000
     09/01/2004            0.0            0.0         35.113          0.000
     10/01/2004            0.0            0.0         35.052          0.000
     11/01/2004            0.0            0.0         34.992          0.000
     12/01/2004            0.0            0.0         34.932          0.000
     13/01/2004            0.0            0.0         34.873          0.000
     14/01/2004            0.0            0.0         34.813          0.000
     15/01/2004            0.0            0.0         34.754          0.000
     16/01/2004            0.0            0.0         34.695          0.000
     17/01/2004            0.0            0.0         34.637          0.000
     18/01/2004            0.0            0.0         34.578          0.000
     19/01/2004            0.0            0.0         34.520          0.000
     20/01/2004            0.0            0.0         52.601          0.000
     21/01/2004            0.0            0.0         48.417          0.000
     22/01/2004            0.0            0.0         44.992          0.000
     23/01/2004            0.0            0.0         42.248          0.000
     24/01/2004            0.0            0.0         41.055          0.000
     25/01/2004            0.0            0.0         40.235          0.000
     26/01/2004            0.0            0.0         39.701          0.000
