ApsimVersion = 7.5
Title = GHWA0401_7-N120 P0
           Date        biomass          yield            esw            lai
   (dd/mm/yyyy)        (kg/ha)        (kg/ha)           (mm)      (m^2/m^2)
     10/10/2003            0.0            0.0         35.804          0.000
     11/10/2003            0.0            0.0         35.751          0.000
     12/10/2003            0.0            0.0         38.289          0.000
     13/10/2003            0.0            0.0         37.539          0.000
     14/10/2003            0.0            0.0         39.183          0.000
     15/10/2003            0.0            0.0         75.755          0.000
     16/10/2003            0.0            0.0         70.708          0.000
     17/10/2003            0.0            0.0         65.059          0.000
     18/10/2003            0.0            0.0         55.282          0.000
     19/10/2003            0.0            0.0         51.111          0.000
     20/10/2003            0.0            0.0         46.945          0.000
     21/10/2003            0.0            0.0         44.260          0.000
     22/10/2003            0.0            0.0         42.557          0.000
     23/10/2003            0.0            0.0         42.684          0.000
     24/10/2003            0.0            0.0         41.206          0.000
     25/10/2003            0.0            0.0         40.302          0.000
     26/10/2003            0.0            0.0         39.746          0.000
     27/10/2003            0.0            0.0         39.406          0.000
     28/10/2003            0.0            0.0         39.194          0.000
     29/10/2003            0.0            0.0         39.049          0.000
     30/10/2003            0.0            0.0         38.938          0.000
     31/10/2003            0.0            0.0         38.844          0.000
     01/11/2003            0.0            0.0         38.758          0.000
     02/11/2003            0.0            0.0         38.676          0.000
     03/11/2003            0.0            0.0         38.596          0.000
     04/11/2003            0.0            0.0         38.517          0.000
     05/11/2003            0.0            0.0         38.439          0.000
     06/11/2003            0.0            0.0         45.559          0.000
     07/11/2003            0.0            0.0         48.839          0.000
     08/11/2003            0.0            0.0         44.581          0.000
     09/11/2003            0.0            0.0         42.669          0.000
     10/11/2003            0.0            0.0         41.236          0.000
     11/11/2003            0.0            0.0         40.301          0.000
     12/11/2003            0.0            0.0         39.719          0.000
     13/11/2003            0.0            0.0         39.365          0.000
     14/11/2003            0.0            0.0         39.145          0.000
     15/11/2003            0.0            0.0         38.997          0.000
     16/11/2003            0.0            0.0         38.886          0.000
     17/11/2003            0.0            0.0         38.791          0.000
     18/11/2003            0.0            0.0         38.705          0.000
     19/11/2003            0.0            0.0         38.623          0.000
     20/11/2003            0.0            0.0         38.543          0.000
     21/11/2003            0.0            0.0         38.465          0.000
     22/11/2003            0.0            0.0         38.387          0.000
     23/11/2003            0.0            0.0         38.310          0.000
     24/11/2003            0.0            0.0         38.233          0.000
     25/11/2003            0.0            0.0         38.157          0.000
     26/11/2003            0.0            0.0         38.081          0.000
     27/11/2003            0.0            0.0         38.006          0.000
     28/11/2003            0.0            0.0         37.931          0.000
     29/11/2003            0.0            0.0         37.856          0.000
     30/11/2003            0.0            0.0         37.782          0.000
     01/12/2003            0.0            0.0         37.709          0.000
     02/12/2003            0.0            0.0         37.635          0.000
     03/12/2003            0.0            0.0         37.563          0.000
     04/12/2003            0.0            0.0         37.490          0.000
     05/12/2003            0.0            0.0         37.418          0.000
     06/12/2003            0.0            0.0         37.347          0.000
     07/12/2003            0.0            0.0         37.276          0.000
     08/12/2003            0.0            0.0         37.205          0.000
     09/12/2003            0.0            0.0         37.134          0.000
     10/12/2003            0.0            0.0         37.064          0.000
     11/12/2003            0.0            0.0         36.994          0.000
     12/12/2003            0.0            0.0         36.925          0.000
     13/12/2003            0.0            0.0         36.856          0.000
     14/12/2003            0.0            0.0         36.788          0.000
     15/12/2003            0.0            0.0         36.719          0.000
     16/12/2003            0.0            0.0         36.651          0.000
     17/12/2003            0.0            0.0         36.584          0.000
     18/12/2003            0.0            0.0         36.516          0.000
     19/12/2003            0.0            0.0         36.450          0.000
     20/12/2003            0.0            0.0         36.383          0.000
     21/12/2003            0.0            0.0         36.317          0.000
     22/12/2003            0.0            0.0         36.251          0.000
     23/12/2003            0.0            0.0         36.185          0.000
     24/12/2003            0.0            0.0         36.120          0.000
     25/12/2003            0.0            0.0         36.055          0.000
     26/12/2003            0.0            0.0         35.990          0.000
     27/12/2003            0.0            0.0         35.926          0.000
     28/12/2003            0.0            0.0         35.862          0.000
     29/12/2003            0.0            0.0         35.798          0.000
     30/12/2003            0.0            0.0         35.734          0.000
     31/12/2003            0.0            0.0         35.671          0.000
     01/01/2004            0.0            0.0         35.608          0.000
     02/01/2004            0.0            0.0         35.546          0.000
     03/01/2004            0.0            0.0         35.483          0.000
     04/01/2004            0.0            0.0         35.421          0.000
     05/01/2004            0.0            0.0         35.360          0.000
     06/01/2004            0.0            0.0         35.298          0.000
     07/01/2004            0.0            0.0         35.237          0.000
     08/01/2004            0.0            0.0         35.176          0.000
     09/01/2004            0.0            0.0         35.115          0.000
     10/01/2004            0.0            0.0         35.055          0.000
     11/01/2004            0.0            0.0         34.995          0.000
     12/01/2004            0.0            0.0         34.935          0.000
     13/01/2004            0.0            0.0         34.875          0.000
     14/01/2004            0.0            0.0         34.816          0.000
     15/01/2004            0.0            0.0         34.756          0.000
     16/01/2004            0.0            0.0         34.697          0.000
     17/01/2004            0.0            0.0         34.639          0.000
     18/01/2004            0.0            0.0         34.580          0.000
     19/01/2004            0.0            0.0         34.522          0.000
     20/01/2004            0.0            0.0         52.921          0.000
     21/01/2004            0.0            0.0         48.727          0.000
     22/01/2004            0.0            0.0         45.153          0.000
     23/01/2004            0.0            0.0         42.349          0.000
     24/01/2004            0.0            0.0         41.116          0.000
     25/01/2004            0.0            0.0         40.268          0.000
     26/01/2004            0.0            0.0         39.719          0.000
